829	-0.13	-0.7	--	0	b''	b''	b''	0	790920	b'B2V'
1685	-0.05	-0.14	--	0	b''	b''	b''	0	810122	b'B9V'
3369	-0.14	-0.55	-0.12	34	b''	b''	b''	3	850710	b'B5V'
4727	-0.15	-0.58	-0.15	80	b''	b''	b''	0	830205	b'B5V+F8V'
6300	-0.08	-0.57	--	0	b''	b''	b''	0	831125	b'B3V'
10250	-0.04	--	--	117	b''	b''	b''	0	780929	b'B9V'
10982	-0.03	-0.12	--	22	b''	b''	b''	0	791010	b'B9.5V'
12534	0.03	-0.12	--	70	b''	b''	b''	4	911018	b'B8V+A0V'
13294	-0.02	-0.09	--	192	b''	b''	b''	0	910101	b'B9V'
16908	-0.13	-0.62	-0.13	132	b''	b''	b''	0	890223	b'B3V'
16978	-0.06	-0.14	-0.07	110	b''	b''	b''	0	850617	b'B9V'
17081	-0.14	-0.45	-0.14	18	b''	b''	b''	0	820203	b'B7V'
17543	-0.06	-0.47	--	79	b''	b''	b''	4	910810	b'B6V'
17769	-0.09	-0.43	--	195	b''	b''	b''	0	820918	b'B7V'
18537	-0.05	-0.45	--	210	b''	b''	b''	0	920307	b'B7V'
18538	0.0	-0.15	--	200	b''	b''	b''	0	920307	b'B9V'
19356	-0.05	-0.37	-0.03	65	b''	b''	b''	6	831105	b'B8V'
19374	-0.12	-0.79	--	18	b''	b''	b''	0	890212	b'B1.5V'
19698	-0.06	-0.27	--	350	b''	b''	b''	0	881229	b'B8V'
20315	-0.06	-0.35	--	269	b''	b''	b''	0	820919	b'B8V'
20319	-0.02	-0.24	--	0	b''	b''	b''	0	800201	b'B9V'
20365	-0.06	-0.56	--	156	b''	b''	b''	0	870812	b'B3V'
20418	-0.06	-0.54	--	298	b''	b''	b''	0	870821	b'B5V'
20809	-0.07	-0.54	--	244	b''	b''	b''	0	870821	b'B5V'
21071	-0.07	-0.49	--	43	b''	b''	b''	0	810815	b'B7V'
21278	-0.09	-0.56	-0.1	53	b''	b''	b''	0	781002	b'B5V'
21428	-0.09	-0.57	-0.11	202	b''	b''	b''	0	811018	b'B3V'
21551	-0.04	-0.32	--	334	b''	b''	b''	0	870812	b'B8V'
21790	-0.09	-0.27	-0.08	96	b''	b''	b''	0	841124	b'B9V s'
22203	-0.11	-0.35	-0.12	48	b''	b''	b''	0	780708	b'B8V+B8V'
22951	-0.01	-0.84	--	51	b''	b''	b''	0	800223	b'B0.5V'
23324	-0.07	-0.36	-0.07	246	b''	b''	b''	0	800303	b'B8V'
23363	-0.1	-0.39	--	207	b''	b''	b''	0	840219	b'B7V'
23432	-0.04	-0.23	-0.04	194	b''	b''	b''	0	830128	b'B8V'
23466	-0.12	-0.61	--	142	b''	b''	b''	0	830802	b'B3V'
23753	-0.07	-0.32	-0.06	272	b''	b''	b''	0	800817	b'B8V'
23793	-0.13	-0.6	--	52	b''	b''	b''	0	830802	b'B3V+F5V'
23923	-0.05	-0.19	-0.05	273	b''	b''	b''	0	870820	b'B8V'
24072	-0.03	-0.07	-0.04	218	b''	b''	b''	0	901225	b'B9V'
24131	0.0	-0.8	--	140	b''	b''	b''	0	830830	b'B1V'
24263	0.06	-0.43	--	0	b''	b''	b''	0	920304	b'B5V'
