24388	-0.1	-0.41	--	191	b''	b''	b''	0	901225	b'B8V'
24479	-0.09	-0.16	-0.08	113	b''	b''	b''	0	830710	b'B9.5V'
24504	-0.08	-0.47	--	286	b''	b''	b''	0	870813	b'B6V'
24626	-0.13	--	--	35	b''	b''	b''	0	790329	b'B6V'
24760	-0.18	-0.99	-0.18	153	b''	b''	b''	3	820121	b'B0.5V+A2V'
25267	-0.13	-0.42	-0.13	25	b''	b''	b''	0	790705	b'B6V+B9.5V'
25340	-0.15	-0.55	--	179	b''	b''	b''	0	920214	b'B5V'
25558	-0.08	-0.57	--	51	b''	b''	b''	0	830803	b'B3V'
26171	0.05	-0.06	--	27	b''	b''	b''	0	840216	b'B9.5V'
26326	-0.15	-0.53	--	31	b''	b''	b''	0	830802	b'B4V'
26356	-0.13	-0.51	--	320	b''	b''	b':'	0	861008	b'B5V'
27778	0.17	-0.35	--	0	b''	b''	b''	4	821127	b'B3V'
28149	-0.1	-0.48	--	230	b''	b''	b''	0	920901	b'B7V'
28475	0.09	-0.37	--	0	b''	b''	b''	0	911006	b'B5V'
29335	-0.12	-0.45	--	136	b''	b''	b''	0	811218	b'B7V'
29365	-0.05	-0.35	--	70	b''	b''	b''	0	810125	b'B8V'
29763	-0.13	-0.57	-0.14	187	b''	b''	b''	5	921012	b'B3V'
31331	-0.12	-0.56	--	200	b''	b''	b''	0	901231	b'B5V'
31512	-0.13	-0.56	--	104	b''	b''	b''	0	790711	b'B6V'
31726	-0.21	--	--	0	b''	b''	b''	0	781125	b'B1V'
32249	-0.19	-0.74	-0.19	74	b''	b''	b''	0	931023	b'B3V'
32630	-0.18	-0.67	-0.17	132	b''	b''	b''	0	910217	b'B3V'
32990	0.06	-0.57	--	98	b''	b''	b''	4	831109	b'B2V'
33802	-0.1	-0.4	-0.09	193	b''	b''	b''	0	891022	b'B8V'
33949	-0.1	-0.37	-0.09	124	b''	b''	b''	0	911126	b'B9V'
34310	-0.1	--	--	111	b''	b''	b''	0	901203	b'B9V'
34364	-0.06	-0.18	--	58	b''	b''	b''	0	781011	b'B9.5V'
34759	-0.15	-0.57	--	102	b''	b''	b''	0	811121	b'B3V'
34798	-0.16	-0.59	--	16	b''	b''	b''	0	831217	b'B3V'
34959	-0.09	-0.49	-0.04	300	b''	b''	b''	0	890128	b'B5Vp'
34989	-0.13	-0.88	-0.13	57	b''	b''	b''	0	901107	b'B1V'
35007	-0.12	-0.65	-0.15	40	b''	b''	b''	3	901107	b'B3V'
35149	-0.15	-0.86	-0.18	295	b''	b''	b''	0	870320	b'B1V'
35299	-0.21	-0.87	-0.19	36	b''	b''	b''	0	820918	b'B1.5V'
35580	-0.1	--	--	0	b''	b''	b''	0	900526	b'B8-9V'
35588	-0.18	-0.75	-0.2	150	b''	b''	b''	0	890329	b'B2.5V'
35671	-0.1	-0.53	--	155	b''	b''	b''	4	911104	b'B5V'
36166	-0.2	-0.84	-0.2	175	b''	b''	b''	0	781205	b'B2V'
36267	-0.14	-0.55	-0.14	176	b''	b''	b''	0	890405	b'B5V'
36430	-0.17	-0.74	-0.17	25	b''	b''	b''	0	860907	b'B2V'
36485	-0.16	-0.71	--	77	b''	b''	b''	3	900213	b'B2V'
36512	-0.26	-1.07	-0.26	20	b''	b''	b''	0	800229	b'B0V'
36653	-0.14	-0.62	--	224	b''	b''	b''	0	890330	b'B3V'
36695	-0.18	-0.9	-0.2	168	b''	b''	b''	0	811203	b'B1V'
36779	-0.17	-0.81	-0.18	227	b''	b''	b''	0	901106	b'B2.5V'
36959	-0.23	-0.91	-0.21	26	b''	b''	b''	0	870207	b'B1V'
36960	-0.25	-1.02	-0.25	38	b''	b''	b''	0	870316	b'B0.5V'
37017	-0.13	-0.77	-0.13	85	b''	b''	b''	0	800105	b'B1.5V'
37018	-0.19	-0.94	-0.18	71	b''	b''	b''	0	830825	b'B1V'
37020	0.02	-0.88	0.21	112	b''	b''	b''	12	780423	b'B0.5V'
37021	0.24	-0.49	--	222	b''	b''	b''	12	810724	b'B0V'
37023	0.09	-0.71	0.2	109	b''	b''	b''	12	790422	b'B0.5Vp'
37209	-0.22	-0.91	-0.25	50	b''	b''	b''	0	901107	b'B1V'
37303	-0.22	-0.93	-0.25	260	b''	b''	b''	0	890830	b'B1V'
37479	-0.19	-0.86	--	0	b''	b''	b''	5	790808	b'B2Vp'
37744	-0.2	-0.88	--	35	b''	b''	b''	0	800228	b'B1.5V'
39698	-0.17	-0.74	--	121	b''	b''	b''	0	781125	b'B2V'
39777	-0.18	-0.81	--	20	b''	b''	b''	0	820501	b'B1.5V'
39844	-0.14	-0.49	--	0	b''	b''	b''	0	790219	b'B6V'
41753	-0.17	-0.66	-0.16	41	b''	b''	b''	0	800828	b'B3V'
42690	-0.2	-0.78	--	25	b''	b''	b''	0	920402	b'B2V'
43112	-0.23	-0.95	--	0	b''	b''	b''	0	800828	b'B1V'
44402	-0.19	-0.72	-0.18	63	b''	b''	b''	0	840127	b'B2.5V'
44700	-0.15	-0.63	--	0	b''	b''	b''	0	800829	b'B3V'
45546	-0.17	-0.76	-0.17	79	b''	b''	b''	3	840127	b'B2V'
45813	-0.17	-0.61	-0.16	135	b''	b''	b''	0	901005	b'B4V'
47054	-0.08	-0.39	--	245	b''	b''	b''	0	790219	b'B8V'
48977	-0.17	-0.69	--	0	b''	b''	b''	0	820315	b'B2.5V'
49662	-0.1	-0.51	--	157	b''	b''	b''	0	901005	b'B6V'
52918	-0.2	-0.93	-0.19	336	b''	b''	b''	0	800226	b'B1V'
54031	-0.16	-0.63	--	0	b''	b''	b''	0	910421	b'B3V'
54669	-0.19	-0.81	--	0	b''	b''	b''	0	871221	b'B2V'
55857	-0.23	-1.01	--	0	b''	b''	b''	0	810626	b'B0.5V'
56456	-0.1	-0.29	-0.08	0	b''	b''	b''	0	880905	b'B8-9V'
57102	--	--	--	250	b''	b''	b''	4	890927	b'B9V'
57103	--	--	--	80	b''	b''	b''	4	890927	b'B8V'
60098	-0.12	-0.57	--	83	b''	b''	b''	0	911021	b'B4V'
61831	-0.19	-0.66	-0.16	138	b''	b''	b''	0	810623	b'B2.5V'
62226	-0.15	-0.56	--	100	b''	b''	b''	0	901005	b'B5V'
64503	-0.19	-0.69	-0.16	187	b''	b''	b''	0	891029	b'B2.5V'
64740	-0.23	-0.93	-0.21	160	b''	b''	b''	0	871221	b'B1.5Vp'
64802	-0.19	-0.73	--	81	b''	b''	b':'	0	810623	b'B2V'
65904	-0.14	--	--	0	b''	b''	b''	0	811123	b'B4V'
66591	-0.17	-0.62	-0.2	0	b''	b''	b''	0	891007	b'B3V'
67888	-0.04	-0.56	0.01	0	b''	b''	b''	0	870622	b'B4V'
70930	-0.15	-0.84	-0.13	169	b''	b''	b''	0	790615	b'B1V'
71459	-0.15	-0.63	--	24	b''	b''	b''	0	790615	b'B3V'
74273	-0.21	-0.9	--	181	b''	b''	b''	0	810623	b'B1.5V'
74280	-0.2	-0.74	-0.19	128	b''	b''	b''	0	821230	b'B3V'
74604	-0.11	-0.4	--	0	b''	b''	b''	0	850201	b'B8V'
75112	-0.13	-0.58	--	0	b''	b''	b''	0	890521	b'B4V'
76805	-0.12	-0.47	-0.14	48	b''	b''	b''	0	871129	b'B5V'
79469	-0.06	-0.12	-0.05	81	b''	b''	b''	4	940106	b'B9.5V'
80781	-0.1	-0.57	-0.06	53	b''	b''	b''	0	920327	b'B5V'
81848	-0.11	-0.5	--	201	b''	b''	b''	0	921227	b'B6V'
83754	-0.15	-0.57	-0.15	185	b''	b''	b''	0	821225	b'B5V'
83979	-0.14	-0.57	-0.18	88	b''	b''	b''	0	921201	b'B5V'
87901	-0.11	-0.36	-0.1	329	b''	b''	b''	4	860520	b'B7V'
90264	-0.13	-0.51	--	79	b''	b''	b':'	0	791210	b'B8V'
90972	-0.04	-0.18	--	0	b''	b''	b''	0	940328	b'B9.5V'
90994	-0.14	-0.52	-0.14	114	b''	b''	b''	0	811218	b'B6V'
92938	-0.14	-0.58	--	138	b''	b''	b''	0	920327	b'B4V'
93030	-0.22	-1.01	-0.23	151	b''	b''	b''	0	810213	b'B0Vp'
98664	-0.06	-0.12	-0.07	65	b''	b''	b''	0	921228	b'B9.5V s'
99872	0.16	-0.42	--	0	b''	b''	b''	0	870623	b'B3V'
100600	-0.16	-0.64	-0.14	117	b''	b''	b''	3	800606	b'B4V'
104337	-0.2	--	--	119	b''	b''	b''	0	890614	b'B1.5V'
105937	-0.15	-0.62	-0.17	140	b''	b''	b''	0	920322	b'B3V'
106983	-0.17	-0.69	-0.19	113	b''	b''	b''	0	921231	b'B2.5V'
108249	-0.26	-0.95	--	197	b''	b''	b''	3	880721	b'B1V'
108483	-0.19	-0.78	-0.2	245	b''	b''	b''	0	830825	b'B2V'
108767	-0.05	-0.09	-0.04	148	b''	b''	b''	0	821225	b'B9.5V'
110879	-0.18	-0.74	-0.21	184	b''	b''	b''	0	920706	b'B2.5V'
110956	-0.16	-0.64	-0.18	66	b''	b''	b''	0	791005	b'B3V'
113791	-0.19	-0.79	-0.2	51	b''	b''	b''	0	920511	b'B1.5V'
113797	-0.08	-0.2	--	175	b''	b''	b''	0	840218	b'B9V'
116087	-0.13	-0.6	-0.15	241	b''	b''	b''	3	830825	b'B3V'
120315	-0.19	-0.67	-0.18	205	b''	b''	b''	0	800510	b'B3V'
120640	-0.16	-0.75	--	100	b''	b''	b''	0	790716	b'B2Vp'
122980	-0.19	-0.77	-0.22	33	b''	b''	b''	0	910720	b'B2V'
128345	-0.15	-0.56	-0.11	195	b''	b''	b''	0	830825	b'B5V'
129116	-0.17	-0.7	-0.15	187	b''	b''	b''	0	840818	b'B3V'
132742	0.0	-0.1	0.01	77	b''	b''	b''	4	920827	b'B9.5V'
133242	-0.14	-0.59	-0.11	161	b''	b''	b''	0	830702	b'B5V'
133955	-0.18	-0.68	-0.15	166	b''	b''	b''	0	920629	b'B3V'
135742	-0.11	-0.36	-0.1	230	b''	b''	b''	0	850619	b'B8V'
136664	-0.15	-0.63	-0.14	194	b''	b''	b''	0	840818	b'B4V'
137432	-0.15	-0.59	-0.17	134	b''	b''	b''	3	850627	b'B4Vp'
139365	-0.17	-0.7	-0.19	149	b''	b''	b''	0	910219	b'B2.5V'
139892	-0.12	-0.47	--	100	b''	b''	b''	0	830126	b'B7V'
140008	-0.14	-0.52	-0.16	80	b''	b''	b''	0	840125	b'B5V'
141637	-0.05	-0.73	-0.1	300	b''	b''	b''	0	910811	b'B3V'
142096	-0.01	-0.56	-0.05	197	b''	b''	b''	0	810604	b'B2.5V'
142250	-0.07	-0.44	--	106	b''	b''	b''	0	890726	b'B6Vp'
142378	-0.01	-0.53	-0.03	240	b''	b''	b''	0	800609	b'B5V'
142883	0.02	-0.43	--	98	b''	b''	b''	0	890727	b'B3V'
143018	-0.19	-0.91	-0.2	100	b''	b''	b':'	3	890210	b'B1V+B2V'
144217	-0.07	-0.87	-0.09	130	b''	b''	b''	5	890803	b'B1V'
144470	-0.04	-0.81	-0.08	142	b''	b''	b''	0	910812	b'B1V'
145501	0.13	-0.37	--	67	b''	b''	b''	5	800209	b'B8V+B9VpSi'
145502	0.04	-0.65	0.03	199	b''	b''	b''	5	860905	b'B3V'
145482	-0.16	-0.74	-0.17	225	b''	b''	b''	0	830228	b'B2V'
145483	0.01	-0.2	--	0	b''	b''	b''	0	820210	b'B9V'
145792	0.04	-0.44	--	23	b''	b''	b''	0	890727	b'B5V'
145842	-0.13	-0.4	--	251	b''	b''	b''	0	940412	b'B8V'
146416	0.02	-0.15	--	300	b''	b''	b':'	0	890813	b'B9V'
147934	--	--	--	300	b''	b''	b''	5	780428	b'B2V'
147971	-0.07	-0.53	-0.04	165	b''	b''	b''	0	940412	b'B4V'
148605	-0.11	-0.72	-0.14	232	b''	b''	b''	0	800607	b'B2V'
149438	-0.25	-1.03	-0.25	24	b''	b''	b''	0	780912	b'B0V'
149630	-0.01	-0.1	-0.01	270	b''	b''	b''	0	880221	b'B9V'
150117	-0.04	-0.15	--	216	b''	b''	b''	4	900628	b'B9V'
151890	-0.2	-0.87	-0.19	239	b''	b''	b''	0	900801	b'B1.5V+B6.5V'
152614	-0.08	-0.32	-0.08	118	b''	b''	b''	0	791025	b'B8V'
153613	-0.1	-0.35	--	0	b''	b''	b''	4	940818	b'B8V'
154445	0.16	-0.64	0.05	174	b''	b''	b''	0	810124	b'B1V'
157741	-0.02	-0.18	--	338	b''	b''	b''	0	820918	b'B9V'
157978	0.58	0.28	0.43	0	b''	b''	b''	0	850517	b'B9.5V+G0V'
162374	-0.1	-0.64	--	40	b''	b''	b''	0	810526	b'B6V'
162817	-0.01	-0.1	--	65	b''	b''	b''	0	920313	b'B9.5V'
166014	-0.03	-0.07	0.0	134	b''	b''	b''	0	830830	b'B9.5V'
166197	-0.14	-0.86	--	212	b''	b''	b''	0	880404	b'B1V'
170740	0.24	-0.45	--	0	b''	b''	b''	0	810720	b'B2V'
170867	-0.06	--	--	0	b''	b''	b''	0	910926	b'B9V'
174632	-0.05	-0.27	--	0	b''	b''	b''	0	920527	b'B8V'
175191	-0.22	-0.75	-0.21	201	b''	b''	b''	0	850402	b'B2.5V'
176269	--	--	--	172	b''	b''	b''	0	821010	b'B9V'
179406	0.13	-0.44	--	187	b''	b''	b''	0	890905	b'B3V'
181454	-0.1	-0.39	--	84	b''	b''	b''	0	841112	b'B9V'
181869	-0.1	-0.33	--	89	b''	b''	b''	0	920524	b'B8V'
185507	0.03	-0.6	--	121	b''	b''	b''	3	840716	b'B3V+B3V'
186500	0.02	--	--	0	b''	b''	b''	0	940603	b'B8V'
188294	-0.04	-0.26	--	266	b''	b''	b''	0	891012	b'B8V'
188665	-0.13	-0.55	--	145	b''	b''	b''	0	811028	b'B5V'
190993	-0.18	-0.67	--	214	b''	b''	b''	0	811122	b'B3V'
193432	-0.05	-0.11	-0.06	17	b''	b''	b''	0	871112	b'B9.5V'
197511	-0.1	-0.63	--	40	b''	b''	b''	5	801220	b'B2V'
198781	0.07	-0.77	--	0	b''	b''	b''	0	890514	b'B0.5V'
199081	-0.14	-0.58	-0.13	69	b''	b''	b''	0	800706	b'B5V'
203245	-0.15	-0.48	--	0	b''	b''	b''	0	840415	b'B6V'
204770	-0.11	-0.42	--	295	b''	b''	b''	0	920106	b'B7V'
204862	-0.05	-0.21	--	125	b''	b''	b''	0	830506	b'B9.5V'
209014	-0.09	-0.37	-0.07	0	b''	b''	b''	0	870620	b'B8V'
209459	-0.07	-0.2	--	4	b''	b''	b''	0	911013	b'B9.5V'
212120	-0.1	-0.51	-0.11	47	b''	b''	b''	0	850630	b'B6V'
212581	-0.03	-0.07	--	245	b''	b''	b''	0	850617	b'B9.5V'
212978	-0.14	-0.77	--	115	b''	b''	b''	0	790409	b'B2V'
214240	-0.05	-0.54	--	60	b''	b''	b''	0	920528	b'B3V'
214748	-0.11	-0.37	-0.09	290	b''	b''	b''	0	850616	b'B8V'
214923	-0.09	-0.25	-0.07	194	b''	b''	b''	0	841112	b'B8V'
218045	-0.04	-0.05	-0.03	148	b''	b''	b''	0	800725	b'B9V'
219688	-0.15	-0.56	-0.13	332	b''	b''	b''	0	801017	b'B5V'
222173	-0.1	-0.29	-0.09	84	b''	b''	b''	0	880703	b'B8V'
222661	-0.04	-0.12	-0.05	156	b''	b''	b''	0	811218	b'B9.5V'
