41161	-0.1	-0.99	--	280	b''	790129	b'O8Vn'
46150	0.13	-0.83	0.1	118	b''	800321	b'O6fVe'
46966	-0.04	-0.92	--	91	b''	860418	b'O8.5 V'
60848	-0.2	-1.12	--	362	b''	840422	b'O8Vpe'
93521	-0.27	-1.08	--	400	b''	841109	b'O9Vp'
150135	0.12	-0.81	--	300	b''	810422	b'O6.5V'
152623	0.09	-0.8	--	215	b''	910303	b'O7.5V'
165052	0.11	-0.82	--	172	b''	810605	b'O6.5Vf:'
